"","X","SurveyID","SurveyName","Surveyyear","Season","Description","ID","Intid","Rand","Firingorder","Strat","Stratname","Stratmoose","StratTracks","Strathab","Selected","Counted","UnitID","GMU","AreaMi","centrlat","centrlon","BULL_30_40","BULL_30_50","BULL_41_50","BULL_GT_50","BULL_GTE_50","BULL_LT_30","CALF","COW_W_0","COW_W_1","COW_W_2","COW_W_3","LG_BULL","MED_BULL","UNKNOWN","YBULL_ALL","YBULL_GTSF","YBULL_SF","totalmoose","TotalAdults","TotalCows","TotalBulls","TotalCalves","datecounted","searchmin","comments","ELEV_MEAN","xcoords","ycoords"
"8494",45969,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6342-14145",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6342-14145","20E",5.909,63.7167,-141.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,927.7143,125.656329119022,122.068460727697
"8495",45982,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6314-14125",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6314-14125","20E",6.006,63.25,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,945.9333,142.882547611491,70.2657421214758
"8496",46020,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6334-14135",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6334-14135","20E",5.937,63.5833,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,"CHANGED TO HIGH STRAT 2010",689.0667,134.069569813663,107.291934984726
"8497",46174,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6332-14205",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,1,"6332-14205","20E",5.944,63.55,-142.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/19/2010",35,NA,846.2667,109.264766143045,103.382747383009
"8498",46559,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6326-14145",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6326-14145","20E",5.965,63.45,-141.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,676.3571,125.932845131232,92.3512722672867
"8499",46713,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6332-14200",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6332-14200","20E",5.944,63.55,-142.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,722.8235,113.404680435567,103.402389297307
"8500",46871,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6324-14220",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6324-14220","20E",5.972,63.4167,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,858.2667,96.8427516540816,88.5028581286622
"8501",46873,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6328-14110",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6328-14110","20E",5.958,63.4833,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1029.2667,154.958478773716,96.4642578398548
"8502",46914,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6340-14100",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,1,"6340-14100","20E",5.916,63.6833,-141.0417,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,6,6,5,1,0,"12/2/2010",31,NA,775.3125,162.78788068956,118.909948412545
"8503",46961,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6310-14150",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6310-14150","20E",6.02,63.1833,-141.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,839.6,122.015773919611,62.5990428136373
"8504",47006,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6316-14205",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6316-14205","20E",5.999,63.2833,-142.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,776.5,109.386277487257,73.6654813945014
"8505",47105,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6352-14120",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,1,"6352-14120","20E",5.875,63.8833,-141.375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,1,1,1,"12/1/2010",28,NA,930.2667,145.949510434741,140.890281904452
"8506",47413,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6350-14210",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6350-14210","20E",5.882,63.85,-142.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,716.2,105.031380629431,136.797696427522
"8507",47804,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6320-14205",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,1,"6320-14205","20E",5.986,63.35,-142.125,1,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,13,10,9,1,3,"11/23/2010",32,NA,846.9333,109.35591525484,81.0974777103532
"8508",47847,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6332-14125",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6332-14125","20E",5.944,63.55,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,922.6429,142.398081240488,103.690988526461
"8509",47882,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6328-14150",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,1,"6328-14150","20E",5.958,63.4833,-141.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/20/2010",32,NA,785.7333,121.748850578996,96.0258035579911
"8510",47883,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6334-14150",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6334-14150","20E",5.937,63.5833,-141.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,667.8666,121.65971808359,107.168372435094
"8511",48220,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6346-14200",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6346-14200","20E",5.895,63.7833,-142.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,749.1429,113.264278072501,129.398833427575
"8512",48380,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6316-14110",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6316-14110","20E",5.999,63.2833,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,713.8666,155.368344308088,74.1818818591218
"8513",48436,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6328-14115",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,1,"6328-14115","20E",5.958,63.4833,-141.2917,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"12/5/2010",30,NA,1066.6875,150.804368062076,96.3904861455374
"8514",48528,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6338-14215",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6338-14215","20E",5.924,63.65,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1027.0625,100.963327115316,114.502555928856
"8515",48578,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6312-14125",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6312-14125","20E",6.013,63.2167,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,933.0667,142.936243640636,66.5556258427166
"8516",48754,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6352-14150",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,1,"6352-14150","20E",5.875,63.8833,-141.875,0,0,1,5,0,0,0,13,1,0,0,0,0,0,0,1,0,22,21,14,7,1,"11/20/2010",35,NA,843.4,121.391850268352,140.597019203708
"8517",48780,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6314-14115",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6314-14115","20E",6.006,63.25,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,847.0625,151.248579679727,70.3977048477437
"8518",48787,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6330-14120",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,1,"6330-14120","20E",5.951,63.5167,-141.375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"12/5/2010",29,NA,1069.2667,146.596341335385,100.04354533923
"8519",49365,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6344-14150",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6344-14150","20E",5.902,63.75,-141.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,759.0667,121.510959691551,125.743383473768
"8520",49917,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6322-14210",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,1,"6322-14210","20E",5.978,63.3833,-142.2083,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,6,6,0,0,"11/30/2010",22,NA,883.4375,105.176658247085,84.7936157033835
"8521",49958,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6330-14200",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6330-14200","20E",5.951,63.5167,-142.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,702.1429,113.424697226595,99.6918651717063
"8522",50017,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6322-14215",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6322-14215","20E",5.978,63.3833,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,932.3333,101.007556123481,84.7847053124867
"8523",50741,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6340-14205",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6340-14205","20E",5.916,63.6833,-142.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,845.3125,109.203925769709,118.236230856302
"8524",50850,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6340-14155",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6340-14155","20E",5.916,63.6833,-141.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,658.6,117.449987589515,118.280779327626
"8525",50890,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6312-14135",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6312-14135","20E",6.013,63.2167,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,786.8125,134.555316477255,66.4452341510067
"8526",51018,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6322-14135",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6322-14135","20E",5.978,63.3833,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,662.4,134.334766784289,85.007604434628
"8527",51309,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6310-14130",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6310-14130","20E",6.02,63.1833,-141.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,795.3125,138.792298853691,62.7763854571404
"8528",51647,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6312-14150",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6312-14150","20E",6.013,63.2167,-141.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,812.4117,121.986091785769,66.3204850998865
"8529",51688,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6346-14115",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6346-14115","20E",5.895,63.7833,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1116.5,150.231809596992,129.815773814562
"8530",51792,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6320-14155",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6320-14155","20E",5.986,63.35,-141.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,725.3125,117.698693017186,81.1424182422068
"8531",51799,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6342-14105",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6342-14105","20E",5.909,63.7167,-141.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,788.0667,158.594434018903,122.547157476111
"8532",51982,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6306-14110",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6306-14110","20E",6.034,63.1167,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,709.4117,155.709204676915,55.6211291676806
"8533",52068,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6338-14155",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,1,"6338-14155","20E",5.924,63.65,-141.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/19/2010",36,NA,616.0667,117.474868633383,114.570207370743
"8534",52203,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6338-14115",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6338-14115","20E",5.924,63.65,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,956.6667,150.486402719036,114.963635115855
"8535",52489,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6326-14150",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6326-14150","20E",5.965,63.45,-141.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,779.9375,121.778514214695,92.3153630303675
"8536",52498,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6324-14110",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6324-14110","20E",5.972,63.4167,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,884.75,155.095044833622,89.0441589526059
"8537",52547,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6332-14105",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6332-14105","20E",5.944,63.55,-141.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,678.4,158.96101011456,103.974512043498
"8538",53369,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6334-14200",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,1,"6334-14200","20E",5.937,63.5833,-142.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/19/2010",34,NA,703.9286,113.384657761637,107.112930918999
"8539",53451,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6344-14210",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6344-14210","20E",5.902,63.75,-142.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,960.5333,105.062559467922,125.65447156517
"8540",54117,397,"20E TOK CENTRAL",2010,"Fall","20E CENTRAL MOOSE SURVEY FALL 2010","6316-14155",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,1,"6316-14155","20E",5.999,63.2833,-141.9583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"12/4/2010",33,NA,950.4,117.748375748426,73.7104996545203
"8541",51,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6410-14250",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6410-14250","20E",5.812,64.1833,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,994.9333,72.5301662836606,174.017928363556
"8542",81,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6408-14245",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6408-14245","20E",5.819,64.15,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1023.6429,76.5543346990166,170.278701386656
"8543",132,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6340-14235",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6340-14235","20E",5.916,63.6833,-142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,757.1334,84.4704570847231,118.231598989117
"8544",144,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6428-14320",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6428-14320","20E",5.749,64.4833,-143.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1049.9333,48.7543503363092,207.728827625623
"8545",147,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6404-14335",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6404-14335","20E",5.833,64.0833,-143.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,972.0667,35.8710990775301,163.369933651762
"8546",394,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6334-14240",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6334-14240","20E",5.937,63.5833,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,745.6875,80.2938914998659,107.106739316973
"8547",637,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6358-14315",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6358-14315","20E",5.854,63.9833,-143.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,943.375,51.9656727693908,151.953786089878
"8548",782,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6416-14245",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6416-14245","20E",5.791,64.2833,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,914.0667,76.6488207449261,185.133302647521
"8549",1005,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6346-14215",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,1,"6346-14215","20E",5.895,63.7833,-142.2917,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,NA,NA,NA,859.3571,100.941181949558,129.356331256393
"8550",1087,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6328-14230",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,0,"6328-14230","20E",5.958,63.4833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,733.6,88.5371465551048,95.9331565950122
"8551",1170,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6336-14245",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6336-14245","20E",5.93,63.6167,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,803.0625,76.1774070749211,110.851918765003
"8552",1362,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6418-14245",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6418-14245","20E",5.784,64.3167,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,902.125,76.6725123087651,188.855353814178
"8553",1366,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6358-14345",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6358-14345","20E",5.854,63.9833,-143.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1338.8462,27.4970932668713,152.397011584423
"8554",1489,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6344-14245",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,1,"6344-14245","20E",5.902,63.75,-142.7917,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,11,7,4,3,4,NA,NA,NA,892.2,76.2714571837861,125.705411737923
"8555",1505,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6410-14300",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,1,"6410-14300","20E",5.812,64.1833,-143.0417,5,0,12,3,0,0,0,11,4,0,0,0,0,0,0,0,0,39,35,15,20,4,NA,NA,NA,1320.9333,64.4298815696409,174.09064803986
"8556",1709,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6352-14220",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6352-14220","20E",5.875,63.8833,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,745.8666,96.8330176495338,140.496193984414
"8557",1724,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6354-14215",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,1,"6354-14215","20E",5.868,63.9167,-142.2917,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,NA,NA,NA,633.5625,100.918994339685,144.221529575539
"8558",1844,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6352-14240",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6352-14240","20E",5.875,63.8833,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,"CHANGED TO HIGH STRAT 2010",745.25,80.4620139166353,140.535877913669
"8559",1880,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6408-14315",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6408-14315","20E",5.819,64.15,-143.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1064.8462,52.2294692359714,170.528864109893
"8560",1959,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6342-14230",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6342-14230","20E",5.909,63.7167,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,"CHANGED TO HIGH STRAT 2010",768.3125,88.6000565091015,121.940726810118
"8561",2157,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6410-14225",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,1,"6410-14225","20E",5.812,64.1833,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,779.25,92.7789002627737,173.928951891638
"8562",2298,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6352-14320",NA,NA,NA,"LO","LOW",NA,NA,NA,NA,NA,"6352-14320","20E",5.875,63.8833,-143.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,946.5714,47.7164152089672,140.871853342436
"8563",2518,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6354-14250",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6354-14250","20E",5.868,63.9167,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,710.8666,72.3026270477799,144.309622877205
"8564",2684,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6418-14330",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,1,"6418-14330","20E",5.784,64.3167,-143.5417,3,0,2,2,0,0,0,8,2,0,0,0,0,0,0,0,0,19,17,10,7,2,NA,NA,NA,1404.625,40.4049176345909,189.300181775248
"8565",3256,395,"20E TOK WEST",2010,"Fall","FALL 2010 MOOSE SURVEYS","6336-14250",NA,NA,NA,"HI","HIGH",NA,NA,NA,NA,NA,"6336-14250","20E",5.93,63.6167,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,752,72.0472108106526,110.8807452862
