"","X","SurveyID","SurveyName","Surveyyear","Season","Description","ID","Intid","Rand","Firingorder","Strat","Stratname","Stratmoose","StratTracks","Strathab","Selected","Counted","UnitID","GMU","AreaMi","centrlat","centrlon","BULL_30_40","BULL_30_50","BULL_41_50","BULL_GT_50","BULL_GTE_50","BULL_LT_30","CALF","COW_W_0","COW_W_1","COW_W_2","COW_W_3","LG_BULL","MED_BULL","UNKNOWN","YBULL_ALL","YBULL_GTSF","YBULL_SF","totalmoose","TotalAdults","TotalCows","TotalBulls","TotalCalves","datecounted","searchmin","comments","ELEV_MEAN","xcoords","ycoords"
"1",1,11,"20E TOK EAST",1998,"Fall","TOK EAST","6350-14145",NA,0.150132461,180,"H","HIGH",NA,NA,NA,0,1,"6350-14145","20E",5.882,63.85,-141.7917,1,0,1,2,0,0,0,17,2,1,0,0,0,0,0,2,0,30,26,20,6,4,NA,NA,NA,986.5625,125.517880166841,136.921900007473
"2",66,11,"20E TOK EAST",1998,"Fall","TOK EAST","6314-14125",NA,0.406838773,457,"L","LOW",NA,NA,NA,0,0,"6314-14125","20E",6.006,63.25,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,945.9333,142.882547611491,70.2657421214758
"3",103,11,"20E TOK EAST",1998,"Fall","TOK EAST","6342-14210",NA,0.382228825,428,"L","LOW",NA,NA,NA,0,0,"6342-14210","20E",5.909,63.7167,-142.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1067.4375,105.072935974739,121.943812591185
"4",127,11,"20E TOK EAST",1998,"Fall","TOK EAST","6344-14115",NA,0.901114377,974,"L","LOW",NA,NA,NA,0,0,"6344-14115","20E",5.902,63.75,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,990,150.295437962985,126.105499314144
"5",174,11,"20E TOK EAST",1998,"Fall","TOK EAST","6312-14115",NA,0.787471914,861,"L","LOW",NA,NA,NA,0,0,"6312-14115","20E",6.013,63.2167,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,909.6875,151.311908812778,66.6877017933736
"6",205,11,"20E TOK EAST",1998,"Fall","TOK EAST","6340-14205",NA,0.75539325,825,"L","LOW",NA,NA,NA,0,0,"6340-14205","20E",5.916,63.6833,-142.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,845.3125,109.203925769709,118.236230856302
"7",362,11,"20E TOK EAST",1998,"Fall","TOK EAST","6314-14205",NA,0.276853897,316,"L","LOW",NA,NA,NA,0,0,"6314-14205","20E",6.006,63.25,-142.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,838.2,109.401429081628,69.9550809334367
"8",366,11,"20E TOK EAST",1998,"Fall","TOK EAST","6314-14200",NA,0.701360913,777,"L","LOW",NA,NA,NA,0,0,"6314-14200","20E",6.006,63.25,-142.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,738,113.584798834399,69.9748770497348
"9",415,11,"20E TOK EAST",1998,"Fall","TOK EAST","6316-14130",NA,0.0513076,74,"L","LOW",NA,NA,NA,0,0,"6316-14130","20E",5.999,63.2833,-141.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,798.7333,138.645530967463,73.9180248704236
"10",503,11,"20E TOK EAST",1998,"Fall","TOK EAST","6318-14205",NA,0.451882702,506,"L","LOW",NA,NA,NA,0,0,"6318-14205","20E",5.992,63.3167,-142.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,716.8,109.371075867389,77.3870419230405
"11",535,11,"20E TOK EAST",1998,"Fall","TOK EAST","6334-14100",NA,0.293439495,331,"H","HIGH",NA,NA,NA,0,0,"6334-14100","20E",5.937,63.5833,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,635.1875,163.022298040453,107.768812632292
"12",1088,11,"20E TOK EAST",1998,"Fall","TOK EAST","6348-14200",NA,0.275295929,312,"H","HIGH",NA,NA,NA,0,1,"6348-14200","20E",5.888,63.8167,-142.0417,2,0,1,1,0,0,0,8,6,1,0,0,0,0,0,2,0,29,21,15,6,8,NA,NA,NA,818.9333,113.244154113379,133.120640358466
"13",1099,11,"20E TOK EAST",1998,"Fall","TOK EAST","6322-14145",NA,0.663776038,721,"H","HIGH",NA,NA,NA,0,0,"6322-14145","20E",5.978,63.3833,-141.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,825.5883,126.001898248678,84.9193638586244
"14",1202,11,"20E TOK EAST",1998,"Fall","TOK EAST","6338-14135",NA,0.055859808,81,"L","LOW",NA,NA,NA,0,0,"6338-14135","20E",5.924,63.65,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,834.5333,133.981022470588,114.723897652542
"15",1641,11,"20E TOK EAST",1998,"Fall","TOK EAST","6346-14125",NA,0.88122016,951,"L","LOW",NA,NA,NA,0,0,"6346-14125","20E",5.895,63.7833,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1090.8235,142.020439831628,129.685648633687
"16",1719,11,"20E TOK EAST",1998,"Fall","TOK EAST","6302-14145",NA,0.382699284,429,"L","LOW",NA,NA,NA,0,0,"6302-14145","12Z",6.047,63.05,-141.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,708.3333,126.346341744723,47.7831576584587
"17",1737,11,"20E TOK EAST",1998,"Fall","TOK EAST","6300-14110",NA,0.389135529,435,"L","LOW",NA,NA,NA,0,0,"6300-14110","12Z",6.054,63.0167,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,818.5294,155.913558033962,44.4804256314179
"18",1915,11,"20E TOK EAST",1998,"Fall","TOK EAST","6318-14130",NA,0.637600189,694,"L","LOW",NA,NA,NA,0,0,"6318-14130","20E",5.992,63.3167,-141.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,883.4375,138.596481278096,77.6393672142318
"19",1990,11,"20E TOK EAST",1998,"Fall","TOK EAST","6310-14130",NA,0.080382674,109,"L","LOW",NA,NA,NA,0,0,"6310-14130","20E",6.02,63.1833,-141.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,795.3125,138.792298853691,62.7763854571404
"20",2008,11,"20E TOK EAST",1998,"Fall","TOK EAST","6318-14155",NA,0.393931797,438,"H","HIGH",NA,NA,NA,0,1,"6318-14155","20E",5.992,63.3167,-141.9583,3,0,1,3,0,0,0,12,4,0,0,0,0,0,0,0,0,27,23,16,7,4,NA,NA,NA,862.8125,117.723500831781,77.4320212912792
"21",2168,11,"20E TOK EAST",1998,"Fall","TOK EAST","6310-14205",NA,0.956494697,1042,"L","LOW",NA,NA,NA,0,0,"6310-14205","12Z",6.02,63.1833,-142.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,686.625,109.43176420148,62.5231907931706
"22",2251,11,"20E TOK EAST",1998,"Fall","TOK EAST","6304-14140",NA,0.519440987,561,"L","LOW",NA,NA,NA,0,0,"6304-14140","12Z",6.04,63.0833,-141.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,877.5333,130.524373267136,51.5351152810715
"23",2363,11,"20E TOK EAST",1998,"Fall","TOK EAST","6310-14105",NA,0.130059485,159,"L","LOW",NA,NA,NA,0,0,"6310-14105","20E",6.02,63.1833,-141.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,586.1334,159.765490122792,63.120625895042
"24",2434,11,"20E TOK EAST",1998,"Fall","TOK EAST","6324-14200",NA,0.687451854,759,"L","LOW",NA,NA,NA,0,0,"6324-14200","20E",5.972,63.4167,-142.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,916.4,113.484772282854,88.5492553929072
"25",2470,11,"20E TOK EAST",1998,"Fall","TOK EAST","6306-14120",NA,0.373033168,416,"L","LOW",NA,NA,NA,0,0,"6306-14120","12Z",6.034,63.1167,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,784.6,147.299716702222,55.4777217317792
"26",2566,11,"20E TOK EAST",1998,"Fall","TOK EAST","6306-14110",NA,0.81238827,887,"L","LOW",NA,NA,NA,0,0,"6306-14110","20E",6.034,63.1167,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,709.4117,155.709204676915,55.6211291676806
"27",2708,11,"20E TOK EAST",1998,"Fall","TOK EAST","6334-14135",NA,0.57477439,616,"L","LOW",NA,NA,NA,0,0,"6334-14135","20E",5.937,63.5833,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,689.0667,134.069569813663,107.291934984726
"28",2867,11,"20E TOK EAST",1998,"Fall","TOK EAST","6320-14115",NA,0.511649657,548,"L","LOW",NA,NA,NA,0,0,"6320-14115","20E",5.986,63.35,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,766.625,151.058288914984,81.5389576392062
"29",2895,11,"20E TOK EAST",1998,"Fall","TOK EAST","6336-14140",NA,0.789230637,862,"L","LOW",NA,NA,NA,0,0,"6336-14140","20E",5.93,63.6167,-141.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,778,129.895161601352,110.966961508453
"30",2977,11,"20E TOK EAST",1998,"Fall","TOK EAST","6318-14200",NA,0.015501533,26,"L","LOW",NA,NA,NA,0,0,"6318-14200","20E",5.992,63.3167,-142.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,717.4667,113.544794042003,77.4068039427381
"31",2988,11,"20E TOK EAST",1998,"Fall","TOK EAST","6244-14110",NA,0.742613523,811,"L","LOW",NA,NA,NA,0,0,"6244-14110","12Z",6.109,62.75,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,658.2941,156.45766534483,14.7689226368507
"32",3041,11,"20E TOK EAST",1998,"Fall","TOK EAST","6304-14145",NA,0.641258341,697,"L","LOW",NA,NA,NA,0,0,"6304-14145","12Z",6.04,63.0833,-141.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,754,126.311974677227,51.4933566655256
"33",3423,11,"20E TOK EAST",1998,"Fall","TOK EAST","6322-14125",NA,0.076708387,107,"L","LOW",NA,NA,NA,0,0,"6322-14125","20E",5.978,63.3833,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,763.1875,142.667442393127,85.117521195408
"34",3712,11,"20E TOK EAST",1998,"Fall","TOK EAST","6304-14130",NA,0.691510736,762,"L","LOW",NA,NA,NA,0,0,"6304-14130","12Z",6.04,63.0833,-141.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,877.8666,138.938935249712,51.6349024727801
"35",3730,11,"20E TOK EAST",1998,"Fall","TOK EAST","6318-14110",NA,0.880796741,949,"L","LOW",NA,NA,NA,0,0,"6318-14110","20E",5.992,63.3167,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,585.9375,155.299947451191,77.9029962189812
"36",3773,11,"20E TOK EAST",1998,"Fall","TOK EAST","6334-14110",NA,0.837691678,914,"H","HIGH",NA,NA,NA,0,0,"6334-14110","20E",5.937,63.5833,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,705.6,154.753273567433,107.605674054739
"37",3834,11,"20E TOK EAST",1998,"Fall","TOK EAST","6302-14120",NA,0.12544505,156,"L","LOW",NA,NA,NA,0,0,"6302-14120","12Z",6.047,63.05,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,701.6875,147.416759933828,48.0466115350388
"38",3893,11,"20E TOK EAST",1998,"Fall","TOK EAST","6328-14120",NA,0.802690152,879,"H","HIGH",NA,NA,NA,0,0,"6328-14120","20E",5.958,63.4833,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,989.8,146.655168920033,96.3222046655519
"39",3971,11,"20E TOK EAST",1998,"Fall","TOK EAST","6304-14110",NA,0.682011057,746,"L","LOW",NA,NA,NA,0,0,"6304-14110","20E",6.04,63.0833,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,726.875,155.777479161922,51.9001170996446
"40",4056,11,"20E TOK EAST",1998,"Fall","TOK EAST","6340-14140",NA,0.734450065,804,"L","LOW",NA,NA,NA,0,0,"6340-14140","20E",5.916,63.6833,-141.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1048.4,129.816389655301,118.387898456831
"41",4203,11,"20E TOK EAST",1998,"Fall","TOK EAST","6328-14105",NA,0.2128627,231,"H","HIGH",NA,NA,NA,0,0,"6328-14105","20E",5.958,63.4833,-141.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1039.8125,159.107533877838,96.5433428688357
"42",4294,11,"20E TOK EAST",1998,"Fall","TOK EAST","6254-14120",NA,0.512822696,551,"L","LOW",NA,NA,NA,0,0,"6254-14120","12Z",6.075,62.9167,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,577.3333,147.650459994702,33.1957395938961
"43",4352,11,"20E TOK EAST",1998,"Fall","TOK EAST","6256-14110",NA,0.420735585,473,"L","LOW",NA,NA,NA,0,0,"6256-14110","12Z",6.068,62.95,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,650.6667,156.049759280546,37.0496618776172
"44",4676,11,"20E TOK EAST",1998,"Fall","TOK EAST","6346-14155",NA,0.2934056,330,"L","LOW",NA,NA,NA,0,0,"6346-14155","20E",5.895,63.7833,-141.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,725.6667,117.375226077954,129.423742584687
"45",4762,11,"20E TOK EAST",1998,"Fall","TOK EAST","6334-14155",NA,0.299343965,337,"L","LOW",NA,NA,NA,0,0,"6334-14155","20E",5.937,63.5833,-141.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,644.2,117.524683540716,107.137972993441
"46",4788,11,"20E TOK EAST",1998,"Fall","TOK EAST","6348-14205",NA,0.892644615,964,"H","HIGH",NA,NA,NA,0,1,"6348-14205","20E",5.888,63.8167,-142.125,0,0,3,2,0,0,0,10,4,0,0,0,0,0,0,2,1,26,22,14,8,4,NA,NA,NA,952.2,109.142968478888,133.101137344381
"47",4797,11,"20E TOK EAST",1998,"Fall","TOK EAST","6332-14110",NA,0.872370213,943,"H","HIGH",NA,NA,NA,0,0,"6332-14110","20E",5.944,63.55,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,738.8,154.821627009779,103.89556559718
"48",4802,11,"20E TOK EAST",1998,"Fall","TOK EAST","6348-14145",NA,0.918259526,1001,"H","HIGH",NA,NA,NA,0,0,"6348-14145","20E",5.888,63.8167,-141.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,854.9333,125.552481537359,133.211299987009
"49",5118,11,"20E TOK EAST",1998,"Fall","TOK EAST","6332-14200",NA,0.603369944,651,"L","LOW",NA,NA,NA,0,0,"6332-14200","20E",5.944,63.55,-142.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,722.8235,113.404680435567,103.402389297307
"50",5330,11,"20E TOK EAST",1998,"Fall","TOK EAST","6338-14140",NA,0.810502448,886,"L","LOW",NA,NA,NA,0,0,"6338-14140","20E",5.924,63.65,-141.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,884.8125,129.855781389119,114.677421347122
"51",5370,11,"20E TOK EAST",1998,"Fall","TOK EAST","6346-14120",NA,0.853239985,923,"L","LOW",NA,NA,NA,0,0,"6346-14120","20E",5.895,63.7833,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1091.4,146.126156847826,129.748033373689
"52",5376,11,"20E TOK EAST",1998,"Fall","TOK EAST","6352-14215",NA,0.664656893,723,"L","LOW",NA,NA,NA,0,0,"6352-14215","20E",5.875,63.8833,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,647.6429,100.924551976734,140.499632112386
"53",5550,11,"20E TOK EAST",1998,"Fall","TOK EAST","6322-14110",NA,0.718567311,791,"L","LOW",NA,NA,NA,0,0,"6322-14110","20E",5.978,63.3833,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,713.8125,155.163502562905,85.322993643051
"54",5551,11,"20E TOK EAST",1998,"Fall","TOK EAST","6252-14100",NA,0.046682212,70,"L","LOW",NA,NA,NA,0,0,"6252-14100","12Z",6.082,62.8833,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,531.0625,164.657402974563,29.7850735558914
"55",5577,11,"20E TOK EAST",1998,"Fall","TOK EAST","6320-14145",NA,0.266857706,302,"H","HIGH",NA,NA,NA,0,1,"6320-14145","20E",5.986,63.35,-141.7917,4,0,3,0,0,0,0,13,2,0,0,0,0,0,0,2,1,27,25,15,10,2,NA,NA,NA,866.8571,126.036357734057,81.2090069904169
"56",5724,11,"20E TOK EAST",1998,"Fall","TOK EAST","6336-14120",NA,0.016346911,29,"H","HIGH",NA,NA,NA,0,1,"6336-14120","20E",5.93,63.6167,-141.375,2,0,2,4,0,0,0,10,3,0,0,0,0,0,0,0,1,25,22,13,9,3,NA,NA,NA,912,146.420107132903,111.185386288294
"57",6039,11,"20E TOK EAST",1998,"Fall","TOK EAST","6342-14105",NA,0.93009619,1012,"L","LOW",NA,NA,NA,0,0,"6342-14105","20E",5.909,63.7167,-141.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,788.0667,158.594434018903,122.547157476111
"58",6040,11,"20E TOK EAST",1998,"Fall","TOK EAST","6236-14100",NA,0.949898874,1034,"L","LOW",NA,NA,NA,0,0,"6236-14100","12Z",6.137,62.6167,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,551,165.277435078238,0.0863650981364772
"59",6345,11,"20E TOK EAST",1998,"Fall","TOK EAST","6348-14135",NA,0.894827723,967,"H","HIGH",NA,NA,NA,0,0,"6348-14135","20E",5.888,63.8167,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1094.4375,133.75949382753,133.298534760601
"60",6531,11,"20E TOK EAST",1998,"Fall","TOK EAST","6310-14110",NA,0.525529774,565,"L","LOW",NA,NA,NA,0,0,"6310-14110","20E",6.02,63.1833,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,625.2667,155.57300338298,63.0409228809811
"61",6851,11,"20E TOK EAST",1998,"Fall","TOK EAST","6336-14150",NA,0.427687074,481,"L","LOW",NA,NA,NA,0,0,"6336-14150","20E",5.93,63.6167,-141.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,649.6875,121.629930312936,110.890025428753
"62",6857,11,"20E TOK EAST",1998,"Fall","TOK EAST","6332-14145",NA,0.00823252,13,"L","LOW",NA,NA,NA,0,1,"6332-14145","20E",5.944,63.55,-141.7917,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,2,1,0,NA,NA,NA,825.9375,125.82924075608,103.493694617295
"63",6903,11,"20E TOK EAST",1998,"Fall","TOK EAST","6312-14105",NA,0.349230921,385,"L","LOW",NA,NA,NA,0,0,"6312-14105","20E",6.013,63.2167,-141.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,567.8125,159.692324695848,66.8416208041217
"64",6982,11,"20E TOK EAST",1998,"Fall","TOK EAST","6326-14140",NA,0.334714775,375,"H","HIGH",NA,NA,NA,0,0,"6326-14140","20E",5.965,63.45,-141.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,798.875,130.092125506965,92.3926374382935
"65",7024,11,"20E TOK EAST",1998,"Fall","TOK EAST","6300-14100",NA,0.545576363,584,"L","LOW",NA,NA,NA,0,0,"6300-14100","20E",6.054,63.0167,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,638.5333,164.346589760046,44.6459744476369
"66",7227,11,"20E TOK EAST",1998,"Fall","TOK EAST","6338-14205",NA,0.425559234,476,"L","LOW",NA,NA,NA,0,0,"6338-14205","20E",5.924,63.65,-142.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,818.7333,109.219131136799,114.525619455816
"67",7304,11,"20E TOK EAST",1998,"Fall","TOK EAST","6248-14105",NA,0.577492247,621,"L","LOW",NA,NA,NA,0,0,"6248-14105","12Z",6.095,62.8167,-141.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,749.875,160.567113138351,22.2799267648067
"68",7324,11,"20E TOK EAST",1998,"Fall","TOK EAST","6250-14105",NA,0.326087206,365,"L","LOW",NA,NA,NA,0,0,"6250-14105","12Z",6.089,62.85,-141.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,643.375,160.494407717644,25.9895943303993
"69",7383,11,"20E TOK EAST",1998,"Fall","TOK EAST","6352-14200",NA,0.434047688,485,"L","LOW",NA,NA,NA,0,0,"6352-14200","20E",5.875,63.8833,-142.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,622.5333,113.204009201832,140.54202010769
"70",7435,11,"20E TOK EAST",1998,"Fall","TOK EAST","6346-14220",NA,0.480468751,520,"L","LOW",NA,NA,NA,0,0,"6346-14220","20E",5.895,63.7833,-142.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,818.8,96.8351071604243,129.352883867601
"71",7499,11,"20E TOK EAST",1998,"Fall","TOK EAST","6350-14155",NA,0.957734136,1045,"L","LOW",NA,NA,NA,0,0,"6350-14155","20E",5.882,63.85,-141.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,722.0667,117.325323814851,136.856186112255
"72",7637,11,"20E TOK EAST",1998,"Fall","TOK EAST","6320-14215",NA,0.805340715,881,"L","LOW",NA,NA,NA,0,0,"6320-14215","20E",5.986,63.35,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,888.9375,101.013071195655,81.0742317915009
"73",7775,11,"20E TOK EAST",1998,"Fall","TOK EAST","6336-14205",NA,0.836551667,911,"L","LOW",NA,NA,NA,0,0,"6336-14205","20E",5.93,63.6167,-142.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,776.1875,109.234332055668,110.815025532095
"74",7925,11,"20E TOK EAST",1998,"Fall","TOK EAST","6346-14205",NA,0.627199122,681,"L","LOW",NA,NA,NA,0,0,"6346-14205","20E",5.895,63.7833,-142.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,857.5,109.158237322293,129.379312925293
"75",8050,11,"20E TOK EAST",1998,"Fall","TOK EAST","6332-14100",NA,0.538458914,577,"H","HIGH",NA,NA,NA,0,0,"6332-14100","20E",5.944,63.55,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,704.1334,163.100313265992,104.058847607308
"76",8090,11,"20E TOK EAST",1998,"Fall","TOK EAST","6330-14140",NA,0.684168476,751,"L","LOW",NA,NA,NA,0,0,"6330-14140","20E",5.951,63.5167,-141.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,853.4,130.013351112427,99.8245434299242
"77",8282,11,"20E TOK EAST",1998,"Fall","TOK EAST","6334-14205",NA,0.053194279,75,"L","LOW",NA,NA,NA,0,0,"6334-14205","20E",5.937,63.5833,-142.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,851.125,109.24957414948,107.093306254654
"78",8424,11,"20E TOK EAST",1998,"Fall","TOK EAST","6336-14105",NA,0.18633467,209,"H","HIGH",NA,NA,NA,0,1,"6336-14105","20E",5.93,63.6167,-141.125,2,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,11,11,7,4,0,NA,NA,NA,754.4667,158.814400144392,111.405748302661
"79",8483,11,"20E TOK EAST",1998,"Fall","TOK EAST","6308-14110",NA,0.246194818,278,"L","LOW",NA,NA,NA,0,0,"6308-14110","20E",6.027,63.15,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,704.8,155.641114204246,59.3310175232058
"80",8708,11,"20E TOK EAST",1998,"Fall","TOK EAST","6322-14115",NA,0.260892939,291,"L","LOW",NA,NA,NA,0,0,"6322-14115","20E",5.978,63.3833,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,633.7333,150.994884470422,85.2490288953101
"81",8782,11,"20E TOK EAST",1998,"Fall","TOK EAST","6342-14205",NA,0.829973618,904,"L","LOW",NA,NA,NA,0,0,"6342-14205","20E",5.909,63.7167,-142.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,833.8,109.188670277766,121.958002774096
